id,text,eventType,state,district,city,lat,lon,mediaUrl,source,timestamp,verificationStatus,verificationReason,confidence
112,Multiple people affected by Heatwave in Central Delhi.,Heatwave,Delhi,Central Delhi,New Delhi,28.6139,77.209,https://example.com/media/111.jpg,Instagram,2026-09-06T11:41:05,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
113,Local authorities responding to Flood in Ahmedabad.,Flood,Gujarat,Ahmedabad,Gandhinagar,23.0225,72.5714,https://example.com/media/112.jpg,News Portal,2026-09-05T13:53:27,Verified,Matches 1 official warning(s) for flood in ahmedabad.,0.9
114,Severe Heatwave reported in Central Delhi.,Heatwave,Delhi,Central Delhi,New Delhi,28.6139,77.209,https://example.com/media/113.jpg,News Portal,2026-09-06T15:15:25,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
115,Multiple people affected by Flood in Ahmedabad.,Flood,Gujarat,Ahmedabad,Ahmedabad,23.0225,72.5714,https://example.com/media/114.jpg,Twitter,2026-09-05T12:10:32,Verified,Matches 1 official warning(s) for flood in ahmedabad.,0.9
116,Multiple people affected by Heatwave in Central Delhi.,Heatwave,Delhi,Central Delhi,Central Delhi,28.6139,77.209,https://example.com/media/115.jpg,News Portal,2026-09-06T15:36:24,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
117,Multiple people affected by Heatwave in Central Delhi.,Heatwave,Delhi,Central Delhi,Central Delhi,28.6139,77.209,https://example.com/media/116.jpg,WhatsApp,2026-09-06T11:58:59,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
118,Heavy Heatwave happening right now in Central Delhi.,Heatwave,Delhi,Central Delhi,New Delhi,28.6139,77.209,https://example.com/media/117.jpg,Twitter,2026-09-06T12:32:08,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
119,Multiple people affected by Flood in Ahmedabad.,Flood,Gujarat,Ahmedabad,Ahmedabad,23.0225,72.5714,https://example.com/media/118.jpg,Instagram,2026-09-05T17:33:42,Verified,Matches 1 official warning(s) for flood in ahmedabad.,0.9
120,Multiple people affected by Flood in Ahmedabad.,Flood,Gujarat,Ahmedabad,Ahmedabad,23.0225,72.5714,https://example.com/media/119.jpg,Twitter,2026-09-05T17:49:23,Verified,Matches 1 official warning(s) for flood in ahmedabad.,0.9
121,Local authorities responding to Heatwave in Central Delhi.,Heatwave,Delhi,Central Delhi,Central Delhi,28.6139,77.209,https://example.com/media/120.jpg,WhatsApp,2026-09-06T15:40:05,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
122,Local authorities responding to Heatwave in Central Delhi.,Heatwave,Delhi,Central Delhi,Central Delhi,28.6139,77.209,https://example.com/media/121.jpg,News Portal,2026-09-06T15:16:45,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
123,Urgent: Flood situation worsening in Ahmedabad.,Flood,Gujarat,Ahmedabad,Ahmedabad,23.0225,72.5714,https://example.com/media/122.jpg,Instagram,2026-09-05T11:55:23,Verified,Matches 1 official warning(s) for flood in ahmedabad.,0.9
124,Multiple people affected by Thunderstorm in Kolkata.,Thunderstorm,West Bengal,Kolkata,Kolkata,22.5726,88.3639,https://example.com/media/123.jpg,Facebook,2026-09-04T18:18:17,Verified,Matches 1 official warning(s) for thunderstorm in kolkata.,0.9
125,Multiple people affected by Heatwave in Central Delhi.,Heatwave,Delhi,Central Delhi,Central Delhi,28.6139,77.209,https://example.com/media/124.jpg,WhatsApp,2026-09-06T12:28:00,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
126,Heavy Flood happening right now in Ahmedabad.,Flood,Gujarat,Ahmedabad,Ahmedabad,23.0225,72.5714,https://example.com/media/125.jpg,WhatsApp,2026-09-05T13:13:52,Verified,Matches 1 official warning(s) for flood in ahmedabad.,0.9
127,Local authorities responding to Heatwave in Central Delhi.,Heatwave,Delhi,Central Delhi,New Delhi,28.6139,77.209,https://example.com/media/126.jpg,Instagram,2026-09-06T16:20:21,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
128,Urgent: Flood situation worsening in Ahmedabad.,Flood,Gujarat,Ahmedabad,Ahmedabad,23.0225,72.5714,https://example.com/media/127.jpg,Facebook,2026-09-05T17:20:40,Verified,Matches 1 official warning(s) for flood in ahmedabad.,0.9
129,Multiple people affected by Heatwave in Central Delhi.,Heatwave,Delhi,Central Delhi,Central Delhi,28.6139,77.209,https://example.com/media/128.jpg,WhatsApp,2026-09-06T16:43:43,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
130,Local authorities responding to Flood in Ahmedabad.,Flood,Gujarat,Ahmedabad,Ahmedabad,23.0225,72.5714,https://example.com/media/129.jpg,WhatsApp,2026-09-05T14:24:47,Verified,Matches 1 official warning(s) for flood in ahmedabad.,0.9
131,Urgent: Flood situation worsening in Ahmedabad.,Flood,Gujarat,Ahmedabad,Ahmedabad,23.0225,72.5714,https://example.com/media/130.jpg,Twitter,2026-09-05T17:15:08,Verified,Matches 1 official warning(s) for flood in ahmedabad.,0.9
132,Severe Heatwave reported in Central Delhi.,Heatwave,Delhi,Central Delhi,New Delhi,28.6139,77.209,https://example.com/media/131.jpg,News Portal,2026-09-06T14:12:10,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
133,Local authorities responding to Heatwave in Central Delhi.,Heatwave,Delhi,Central Delhi,Central Delhi,28.6139,77.209,https://example.com/media/132.jpg,News Portal,2026-09-06T16:52:11,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
134,Multiple people affected by Flood in Ahmedabad.,Flood,Gujarat,Ahmedabad,Gandhinagar,23.0225,72.5714,https://example.com/media/133.jpg,Instagram,2026-09-05T11:28:23,Verified,Matches 1 official warning(s) for flood in ahmedabad.,0.9
135,Severe Flood reported in Ahmedabad.,Flood,Gujarat,Ahmedabad,Ahmedabad,23.0225,72.5714,https://example.com/media/134.jpg,Instagram,2026-09-05T13:20:23,Verified,Matches 1 official warning(s) for flood in ahmedabad.,0.9
136,Local authorities responding to Thunderstorm in Kolkata.,Thunderstorm,West Bengal,Kolkata,Kolkata,22.5726,88.3639,https://example.com/media/135.jpg,Instagram,2026-09-04T16:04:13,Verified,Matches 1 official warning(s) for thunderstorm in kolkata.,0.9
137,Local authorities responding to Heatwave in Central Delhi.,Heatwave,Delhi,Central Delhi,Central Delhi,28.6139,77.209,https://example.com/media/136.jpg,Facebook,2026-09-06T16:09:04,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
138,Urgent: Thunderstorm situation worsening in Kolkata.,Thunderstorm,West Bengal,Kolkata,Howrah,22.5726,88.3639,https://example.com/media/137.jpg,Instagram,2026-09-04T14:25:06,Verified,Matches 1 official warning(s) for thunderstorm in kolkata.,0.9
139,Local authorities responding to Heatwave in Central Delhi.,Heatwave,Delhi,Central Delhi,New Delhi,28.6139,77.209,https://example.com/media/138.jpg,WhatsApp,2026-09-06T12:18:28,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
140,Severe Heatwave reported in Central Delhi.,Heatwave,Delhi,Central Delhi,Central Delhi,28.6139,77.209,https://example.com/media/139.jpg,Facebook,2026-09-06T14:12:27,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
141,Urgent: Thunderstorm situation worsening in Kolkata.,Thunderstorm,West Bengal,Kolkata,Howrah,22.5726,88.3639,https://example.com/media/140.jpg,Twitter,2026-09-04T16:01:53,Verified,Matches 1 official warning(s) for thunderstorm in kolkata.,0.9
142,Severe Heatwave reported in Central Delhi.,Heatwave,Delhi,Central Delhi,New Delhi,28.6139,77.209,https://example.com/media/141.jpg,WhatsApp,2026-09-06T14:29:00,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
143,Heavy Thunderstorm happening right now in Kolkata.,Thunderstorm,West Bengal,Kolkata,Kolkata,22.5726,88.3639,https://example.com/media/142.jpg,Twitter,2026-09-04T18:34:20,Verified,Matches 1 official warning(s) for thunderstorm in kolkata.,0.9
144,Heavy Thunderstorm happening right now in Kolkata.,Thunderstorm,West Bengal,Kolkata,Howrah,22.5726,88.3639,https://example.com/media/143.jpg,Twitter,2026-09-04T15:22:23,Verified,Matches 1 official warning(s) for thunderstorm in kolkata.,0.9
145,Local authorities responding to Thunderstorm in Kolkata.,Thunderstorm,West Bengal,Kolkata,Kolkata,22.5726,88.3639,https://example.com/media/144.jpg,Facebook,2026-09-04T18:40:46,Verified,Matches 1 official warning(s) for thunderstorm in kolkata.,0.9
146,Local authorities responding to Heatwave in Central Delhi.,Heatwave,Delhi,Central Delhi,New Delhi,28.6139,77.209,https://example.com/media/145.jpg,WhatsApp,2026-09-06T16:34:18,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
147,Severe Thunderstorm reported in Kolkata.,Thunderstorm,West Bengal,Kolkata,Howrah,22.5726,88.3639,https://example.com/media/146.jpg,Twitter,2026-09-04T15:39:11,Verified,Matches 1 official warning(s) for thunderstorm in kolkata.,0.9
148,Local authorities responding to Thunderstorm in Kolkata.,Thunderstorm,West Bengal,Kolkata,Howrah,22.5726,88.3639,https://example.com/media/147.jpg,News Portal,2026-09-04T14:06:55,Verified,Matches 1 official warning(s) for thunderstorm in kolkata.,0.9
149,Urgent: Flood situation worsening in Ahmedabad.,Flood,Gujarat,Ahmedabad,Gandhinagar,23.0225,72.5714,https://example.com/media/148.jpg,Twitter,2026-09-05T17:24:53,Verified,Matches 1 official warning(s) for flood in ahmedabad.,0.9
150,Multiple people affected by Thunderstorm in Kolkata.,Thunderstorm,West Bengal,Kolkata,Howrah,22.5726,88.3639,https://example.com/media/149.jpg,News Portal,2026-09-04T17:40:24,Verified,Matches 1 official warning(s) for thunderstorm in kolkata.,0.9
151,Heavy Heatwave happening right now in Central Delhi.,Heatwave,Delhi,Central Delhi,New Delhi,28.6139,77.209,https://example.com/media/150.jpg,Instagram,2026-09-06T12:50:43,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
152,Severe Heatwave reported in Central Delhi.,Heatwave,Delhi,Central Delhi,New Delhi,28.6139,77.209,https://example.com/media/151.jpg,Facebook,2026-09-06T16:52:25,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
153,Severe Thunderstorm reported in Kolkata.,Thunderstorm,West Bengal,Kolkata,Howrah,22.5726,88.3639,https://example.com/media/152.jpg,Twitter,2026-09-04T18:59:52,Verified,Matches 1 official warning(s) for thunderstorm in kolkata.,0.9
154,Heavy Heatwave happening right now in Central Delhi.,Heatwave,Delhi,Central Delhi,Central Delhi,28.6139,77.209,https://example.com/media/153.jpg,Twitter,2026-09-06T13:11:11,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
155,Multiple people affected by Heatwave in Central Delhi.,Heatwave,Delhi,Central Delhi,Central Delhi,28.6139,77.209,https://example.com/media/154.jpg,Twitter,2026-09-06T13:00:04,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
156,Heavy Thunderstorm happening right now in Kolkata.,Thunderstorm,West Bengal,Kolkata,Kolkata,22.5726,88.3639,https://example.com/media/155.jpg,Twitter,2026-09-04T18:34:48,Verified,Matches 1 official warning(s) for thunderstorm in kolkata.,0.9
157,Urgent: Flood situation worsening in Ahmedabad.,Flood,Gujarat,Ahmedabad,Gandhinagar,23.0225,72.5714,https://example.com/media/156.jpg,Instagram,2026-09-05T13:40:12,Verified,Matches 1 official warning(s) for flood in ahmedabad.,0.9
158,Multiple people affected by Flood in Ahmedabad.,Flood,Gujarat,Ahmedabad,Gandhinagar,23.0225,72.5714,https://example.com/media/157.jpg,Instagram,2026-09-05T10:31:10,Verified,Matches 1 official warning(s) for flood in ahmedabad.,0.9
159,Local authorities responding to Flood in Ahmedabad.,Flood,Gujarat,Ahmedabad,Ahmedabad,23.0225,72.5714,https://example.com/media/158.jpg,Facebook,2026-09-05T10:36:24,Verified,Matches 1 official warning(s) for flood in ahmedabad.,0.9
160,Urgent: Thunderstorm situation worsening in Kolkata.,Thunderstorm,West Bengal,Kolkata,Kolkata,22.5726,88.3639,https://example.com/media/159.jpg,Instagram,2026-09-04T17:43:51,Verified,Matches 1 official warning(s) for thunderstorm in kolkata.,0.9
161,Urgent: Thunderstorm situation worsening in Kolkata.,Thunderstorm,West Bengal,Kolkata,Kolkata,22.5726,88.3639,https://example.com/media/160.jpg,Facebook,2026-09-04T19:36:38,Verified,Matches 1 official warning(s) for thunderstorm in kolkata.,0.9
162,Local authorities responding to Heatwave in Central Delhi.,Heatwave,Delhi,Central Delhi,Central Delhi,28.6139,77.209,https://example.com/media/161.jpg,News Portal,2026-09-06T13:25:22,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
163,Multiple people affected by Heatwave in Central Delhi.,Heatwave,Delhi,Central Delhi,New Delhi,28.6139,77.209,https://example.com/media/162.jpg,Twitter,2026-09-06T16:56:02,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
164,Urgent: Heatwave situation worsening in Central Delhi.,Heatwave,Delhi,Central Delhi,Central Delhi,28.6139,77.209,https://example.com/media/163.jpg,Facebook,2026-09-06T13:39:30,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
165,Local authorities responding to Heatwave in Central Delhi.,Heatwave,Delhi,Central Delhi,Central Delhi,28.6139,77.209,https://example.com/media/164.jpg,WhatsApp,2026-09-06T13:52:22,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
166,Urgent: Heatwave situation worsening in Central Delhi.,Heatwave,Delhi,Central Delhi,Central Delhi,28.6139,77.209,https://example.com/media/165.jpg,Instagram,2026-09-06T16:46:41,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
167,Heavy Heatwave happening right now in Central Delhi.,Heatwave,Delhi,Central Delhi,Central Delhi,28.6139,77.209,https://example.com/media/166.jpg,Instagram,2026-09-06T14:17:17,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
168,Local authorities responding to Thunderstorm in Kolkata.,Thunderstorm,West Bengal,Kolkata,Kolkata,22.5726,88.3639,https://example.com/media/167.jpg,Instagram,2026-09-04T16:05:08,Verified,Matches 1 official warning(s) for thunderstorm in kolkata.,0.9
169,Local authorities responding to Flood in Ahmedabad.,Flood,Gujarat,Ahmedabad,Gandhinagar,23.0225,72.5714,https://example.com/media/168.jpg,WhatsApp,2026-09-05T11:07:22,Verified,Matches 1 official warning(s) for flood in ahmedabad.,0.9
170,Heavy Flood happening right now in Ahmedabad.,Flood,Gujarat,Ahmedabad,Gandhinagar,23.0225,72.5714,https://example.com/media/169.jpg,Twitter,2026-09-05T12:03:40,Verified,Matches 1 official warning(s) for flood in ahmedabad.,0.9
171,Urgent: Thunderstorm situation worsening in Kolkata.,Thunderstorm,West Bengal,Kolkata,Howrah,22.5726,88.3639,https://example.com/media/170.jpg,Facebook,2026-09-04T16:41:04,Verified,Matches 1 official warning(s) for thunderstorm in kolkata.,0.9
172,Local authorities responding to Heatwave in Central Delhi.,Heatwave,Delhi,Central Delhi,Central Delhi,28.6139,77.209,https://example.com/media/171.jpg,News Portal,2026-09-06T14:32:42,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
173,Local authorities responding to Flood in Ahmedabad.,Flood,Gujarat,Ahmedabad,Ahmedabad,23.0225,72.5714,https://example.com/media/172.jpg,WhatsApp,2026-09-05T10:09:47,Verified,Matches 1 official warning(s) for flood in ahmedabad.,0.9
174,Heavy Heatwave happening right now in Central Delhi.,Heatwave,Delhi,Central Delhi,Central Delhi,28.6139,77.209,https://example.com/media/173.jpg,News Portal,2026-09-06T16:16:05,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
175,Heavy Thunderstorm happening right now in Kolkata.,Thunderstorm,West Bengal,Kolkata,Howrah,22.5726,88.3639,https://example.com/media/174.jpg,WhatsApp,2026-09-04T14:23:58,Verified,Matches 1 official warning(s) for thunderstorm in kolkata.,0.9
176,Local authorities responding to Heatwave in Central Delhi.,Heatwave,Delhi,Central Delhi,Central Delhi,28.6139,77.209,https://example.com/media/175.jpg,Instagram,2026-09-06T13:02:51,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
177,Multiple people affected by Flood in Ahmedabad.,Flood,Gujarat,Ahmedabad,Ahmedabad,23.0225,72.5714,https://example.com/media/176.jpg,Twitter,2026-09-05T14:14:12,Verified,Matches 1 official warning(s) for flood in ahmedabad.,0.9
178,Heavy Flood happening right now in Ahmedabad.,Flood,Gujarat,Ahmedabad,Ahmedabad,23.0225,72.5714,https://example.com/media/177.jpg,Facebook,2026-09-05T16:40:26,Verified,Matches 1 official warning(s) for flood in ahmedabad.,0.9
179,Severe Thunderstorm reported in Kolkata.,Thunderstorm,West Bengal,Kolkata,Howrah,22.5726,88.3639,https://example.com/media/178.jpg,News Portal,2026-09-04T18:50:24,Verified,Matches 1 official warning(s) for thunderstorm in kolkata.,0.9
180,Urgent: Flood situation worsening in Ahmedabad.,Flood,Gujarat,Ahmedabad,Ahmedabad,23.0225,72.5714,https://example.com/media/179.jpg,Twitter,2026-09-05T17:47:31,Verified,Matches 1 official warning(s) for flood in ahmedabad.,0.9
181,Multiple people affected by Heatwave in Central Delhi.,Heatwave,Delhi,Central Delhi,Central Delhi,28.6139,77.209,https://example.com/media/180.jpg,Twitter,2026-09-06T14:41:26,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
182,Heavy Flood happening right now in Ahmedabad.,Flood,Gujarat,Ahmedabad,Gandhinagar,23.0225,72.5714,https://example.com/media/181.jpg,Twitter,2026-09-05T13:16:05,Verified,Matches 1 official warning(s) for flood in ahmedabad.,0.9
183,Urgent: Thunderstorm situation worsening in Kolkata.,Thunderstorm,West Bengal,Kolkata,Howrah,22.5726,88.3639,https://example.com/media/182.jpg,Facebook,2026-09-04T14:59:19,Verified,Matches 1 official warning(s) for thunderstorm in kolkata.,0.9
184,Local authorities responding to Heatwave in Central Delhi.,Heatwave,Delhi,Central Delhi,Central Delhi,28.6139,77.209,https://example.com/media/183.jpg,Facebook,2026-09-06T16:38:06,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
185,Multiple people affected by Flood in Ahmedabad.,Flood,Gujarat,Ahmedabad,Gandhinagar,23.0225,72.5714,https://example.com/media/184.jpg,Instagram,2026-09-05T17:12:14,Verified,Matches 1 official warning(s) for flood in ahmedabad.,0.9
186,Local authorities responding to Heatwave in Central Delhi.,Heatwave,Delhi,Central Delhi,New Delhi,28.6139,77.209,https://example.com/media/185.jpg,Facebook,2026-09-06T11:00:00,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
187,Severe Flood reported in Ahmedabad.,Flood,Gujarat,Ahmedabad,Gandhinagar,23.0225,72.5714,https://example.com/media/186.jpg,Instagram,2026-09-05T12:39:01,Verified,Matches 1 official warning(s) for flood in ahmedabad.,0.9
188,Severe Heatwave reported in Central Delhi.,Heatwave,Delhi,Central Delhi,New Delhi,28.6139,77.209,https://example.com/media/187.jpg,Instagram,2026-09-06T15:19:34,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
189,Multiple people affected by Flood in Ahmedabad.,Flood,Gujarat,Ahmedabad,Ahmedabad,23.0225,72.5714,https://example.com/media/188.jpg,Instagram,2026-09-05T13:00:17,Verified,Matches 1 official warning(s) for flood in ahmedabad.,0.9
190,Severe Heatwave reported in Central Delhi.,Heatwave,Delhi,Central Delhi,New Delhi,28.6139,77.209,https://example.com/media/189.jpg,News Portal,2026-09-06T15:15:56,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
191,Urgent: Thunderstorm situation worsening in Kolkata.,Thunderstorm,West Bengal,Kolkata,Kolkata,22.5726,88.3639,https://example.com/media/190.jpg,Instagram,2026-09-04T17:57:41,Verified,Matches 1 official warning(s) for thunderstorm in kolkata.,0.9
192,Heavy Flood happening right now in Ahmedabad.,Flood,Gujarat,Ahmedabad,Gandhinagar,23.0225,72.5714,https://example.com/media/191.jpg,WhatsApp,2026-09-05T17:31:15,Verified,Matches 1 official warning(s) for flood in ahmedabad.,0.9
193,Urgent: Thunderstorm situation worsening in Kolkata.,Thunderstorm,West Bengal,Kolkata,Howrah,22.5726,88.3639,https://example.com/media/192.jpg,Facebook,2026-09-04T16:30:08,Verified,Matches 1 official warning(s) for thunderstorm in kolkata.,0.9
194,Heavy Heatwave happening right now in Central Delhi.,Heatwave,Delhi,Central Delhi,New Delhi,28.6139,77.209,https://example.com/media/193.jpg,Instagram,2026-09-06T14:55:55,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
195,Severe Thunderstorm reported in Kolkata.,Thunderstorm,West Bengal,Kolkata,Howrah,22.5726,88.3639,https://example.com/media/194.jpg,WhatsApp,2026-09-04T17:42:44,Verified,Matches 1 official warning(s) for thunderstorm in kolkata.,0.9
196,Heavy Thunderstorm happening right now in Kolkata.,Thunderstorm,West Bengal,Kolkata,Howrah,22.5726,88.3639,https://example.com/media/195.jpg,Instagram,2026-09-04T15:22:14,Verified,Matches 1 official warning(s) for thunderstorm in kolkata.,0.9
197,Severe Thunderstorm reported in Kolkata.,Thunderstorm,West Bengal,Kolkata,Kolkata,22.5726,88.3639,https://example.com/media/196.jpg,Instagram,2026-09-04T16:55:41,Verified,Matches 1 official warning(s) for thunderstorm in kolkata.,0.9
198,Heavy Heatwave happening right now in Central Delhi.,Heatwave,Delhi,Central Delhi,Central Delhi,28.6139,77.209,https://example.com/media/197.jpg,Instagram,2026-09-06T11:51:27,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
199,Heavy Heatwave happening right now in Central Delhi.,Heatwave,Delhi,Central Delhi,Central Delhi,28.6139,77.209,https://example.com/media/198.jpg,WhatsApp,2026-09-06T11:13:28,Verified,Matches 1 official warning(s) for heatwave in central delhi.,0.9
200,Heavy Thunderstorm happening right now in Kolkata.,Thunderstorm,West Bengal,Kolkata,Kolkata,22.5726,88.3639,https://example.com/media/199.jpg,Twitter,2026-09-04T18:10:30,Verified,Matches 1 official warning(s) for thunderstorm in kolkata.,0.9
