id,text,eventType,state,district,city,lat,lon,mediaUrl,source,timestamp,verificationStatus,verificationReason,confidence,ml_credibility_score
109,Local authorities responding to Strong Winds in Ahmedabad.,Strong Winds,Gujarat,Ahmedabad,Ahmedabad,23.0058,72.5669,https://example.com/media/109.jpg,Twitter,2026-08-06T16:54:41,Unverified,No matching ground truth event found for strong winds in ahmedabad.,0.5,0.8178669336562865
110,Severe Dust Storm reported in Central Delhi.,Dust Storm,Delhi,Central Delhi,Central Delhi,28.6255,77.2111,https://example.com/media/110.jpg,Instagram,2026-09-03T00:11:30,Misinformation,No matching ground truth event and low ML credibility score.,0.7,0.38309675120980763
111,Severe Dust Storm reported in Kolkata.,Dust Storm,West Bengal,Kolkata,Howrah,22.5528,88.362,https://example.com/media/111.jpg,Instagram,2026-08-20T06:54:27,Misinformation,No matching ground truth event and low ML credibility score.,0.7,0.35614995900019286
112,Urgent: Heatwave situation worsening in Central Delhi.,Heatwave,Delhi,Central Delhi,Central Delhi,28.5951,77.2189,https://example.com/media/112.jpg,Twitter,2026-08-23T02:10:48,Unverified,"Location matches, but timestamp outside event window for heatwave in central delhi.",0.6,0.591386555647102
113,Multiple people affected by Flood in Chennai.,Flood,Tamil Nadu,Chennai,Chennai,13.0997,80.2753,https://example.com/media/113.jpg,News Portal,2026-08-20T11:19:37,Unverified,No matching ground truth event found for flood in chennai.,0.5,0.6273020000199957
114,Severe Dust Storm reported in Kolkata.,Dust Storm,West Bengal,Kolkata,Howrah,22.5754,88.3592,https://example.com/media/114.jpg,WhatsApp,2026-08-18T17:05:44,Misinformation,No matching ground truth event and low ML credibility score.,0.7,0.35614995900019286
115,Heavy Flood happening right now in Central Delhi.,Flood,Delhi,Central Delhi,Central Delhi,28.6056,77.2213,https://example.com/media/115.jpg,Instagram,2026-08-30T17:13:25,Unverified,No matching ground truth event found for flood in central delhi.,0.5,0.6015721830936875
116,Severe Heatwave reported in Chennai.,Heatwave,Tamil Nadu,Chennai,Chennai,13.1017,80.2728,https://example.com/media/116.jpg,News Portal,2026-09-07T22:09:40,Unverified,No matching ground truth event found for heatwave in chennai.,0.5,0.4768904411948404
117,Multiple people affected by Thunderstorm in Chennai.,Thunderstorm,Tamil Nadu,Chennai,Chennai,13.0895,80.2687,https://example.com/media/117.jpg,Instagram,2026-08-06T16:12:36,Unverified,No matching ground truth event found for thunderstorm in chennai.,0.5,0.5053533340233071
118,Urgent: Strong Winds situation worsening in Chennai.,Strong Winds,Tamil Nadu,Chennai,Chennai,13.088,80.2645,https://example.com/media/118.jpg,News Portal,2026-08-26T10:53:18,Unverified,"Location matches, but timestamp outside event window for strong winds in chennai.",0.6,0.7008984943887714
119,Severe Rainfall reported in Jaipur.,Rainfall,Rajasthan,Jaipur,Jaipur,26.9282,75.7927,https://example.com/media/119.jpg,News Portal,2026-09-04T10:40:01,Unverified,No matching ground truth event found for rainfall in jaipur.,0.5,0.6525942080158885
120,Heavy Fog happening right now in Kolkata.,Fog,West Bengal,Kolkata,Kolkata,22.567,88.3616,https://example.com/media/120.jpg,WhatsApp,2026-08-11T09:59:36,Unverified,No matching ground truth event found for fog in kolkata.,0.5,0.7826023506718947
121,Severe Rainfall reported in Jaipur.,Rainfall,Rajasthan,Jaipur,Jaipur,26.9096,75.7778,https://example.com/media/121.jpg,Twitter,2026-08-30T10:21:17,Unverified,No matching ground truth event found for rainfall in jaipur.,0.5,0.6525942080158885
122,Severe Thunderstorm reported in Central Delhi.,Thunderstorm,Delhi,Central Delhi,New Delhi,28.6192,77.2239,https://example.com/media/122.jpg,Facebook,2026-08-30T16:30:48,Unverified,No matching ground truth event found for thunderstorm in central delhi.,0.5,0.5147054183715396
123,Heavy Flood happening right now in Mumbai.,Flood,Maharashtra,Mumbai,Thane,19.0849,72.8668,https://example.com/media/123.jpg,News Portal,2026-08-05T19:15:11,Unverified,No matching ground truth event found for flood in mumbai.,0.5,0.5100445692628505
124,Local authorities responding to Thunderstorm in Ahmedabad.,Thunderstorm,Gujarat,Ahmedabad,Gandhinagar,23.0418,72.5546,https://example.com/media/124.jpg,Facebook,2026-09-06T05:31:28,Unverified,No matching ground truth event found for thunderstorm in ahmedabad.,0.5,0.48023231835155306
125,Local authorities responding to Flood in Amritsar.,Flood,Punjab,Amritsar,Amritsar,31.6233,74.8676,https://example.com/media/125.jpg,Twitter,2026-08-19T18:43:33,Unverified,No matching ground truth event found for flood in amritsar.,0.5,0.46674917641735275
126,Urgent: Dust Storm situation worsening in Central Delhi.,Dust Storm,Delhi,Central Delhi,New Delhi,28.6294,77.2151,https://example.com/media/126.jpg,News Portal,2026-08-17T14:12:55,Misinformation,No matching ground truth event and low ML credibility score.,0.7,0.36638372757322957
127,Urgent: Heatwave situation worsening in Jaipur.,Heatwave,Rajasthan,Jaipur,Jaipur,26.9318,75.7911,https://example.com/media/127.jpg,News Portal,2026-08-13T19:04:00,Unverified,No matching ground truth event found for heatwave in jaipur.,0.5,0.490531316026238
128,Urgent: Strong Winds situation worsening in Mumbai.,Strong Winds,Maharashtra,Mumbai,Mumbai,19.0758,72.8878,https://example.com/media/128.jpg,WhatsApp,2026-08-29T02:03:36,Unverified,No matching ground truth event found for strong winds in mumbai.,0.5,0.67281360287043
129,Local authorities responding to Rainfall in Ahmedabad.,Rainfall,Gujarat,Ahmedabad,Gandhinagar,23.0242,72.554,https://example.com/media/129.jpg,News Portal,2026-08-11T17:33:14,Unverified,No matching ground truth event found for rainfall in ahmedabad.,0.5,0.7857986952597038
130,Heavy Heatwave happening right now in Mumbai.,Heatwave,Maharashtra,Mumbai,Mumbai,19.0653,72.8715,https://example.com/media/130.jpg,Facebook,2026-08-22T12:12:32,Unverified,No matching ground truth event found for heatwave in mumbai.,0.5,0.518469879560752
131,Severe Flood reported in Central Delhi.,Flood,Delhi,Central Delhi,Central Delhi,28.6045,77.1964,https://example.com/media/131.jpg,News Portal,2026-08-16T16:05:04,Unverified,No matching ground truth event found for flood in central delhi.,0.5,0.538038207577792
132,Multiple people affected by Heatwave in Jaipur.,Heatwave,Rajasthan,Jaipur,Jaipur,26.92,75.7937,https://example.com/media/132.jpg,Facebook,2026-09-02T15:19:15,Unverified,No matching ground truth event found for heatwave in jaipur.,0.5,0.5927105052754285
133,Multiple people affected by Strong Winds in Mumbai.,Strong Winds,Maharashtra,Mumbai,Thane,19.0821,72.8596,https://example.com/media/133.jpg,News Portal,2026-09-02T01:17:38,Unverified,No matching ground truth event found for strong winds in mumbai.,0.5,0.784904960922717
134,Severe Dust Storm reported in Mumbai.,Dust Storm,Maharashtra,Mumbai,Thane,19.0665,72.8583,https://example.com/media/134.jpg,News Portal,2026-08-15T07:18:56,Misinformation,No matching ground truth event and low ML credibility score.,0.7,0.25772458872499715
135,Urgent: Heatwave situation worsening in Chennai.,Heatwave,Tamil Nadu,Chennai,Chennai,13.0994,80.2806,https://example.com/media/135.jpg,WhatsApp,2026-08-19T15:13:57,Unverified,No matching ground truth event found for heatwave in chennai.,0.5,0.49902720247569926
136,Local authorities responding to Heatwave in Mumbai.,Heatwave,Maharashtra,Mumbai,Thane,19.0859,72.8598,https://example.com/media/136.jpg,WhatsApp,2026-08-08T18:11:15,Unverified,No matching ground truth event found for heatwave in mumbai.,0.5,0.6357340181643236
137,Urgent: Thunderstorm situation worsening in Ahmedabad.,Thunderstorm,Gujarat,Ahmedabad,Ahmedabad,23.0046,72.5568,https://example.com/media/137.jpg,Instagram,2026-08-19T03:11:29,Unverified,No matching ground truth event found for thunderstorm in ahmedabad.,0.5,0.4540032218343621
138,Urgent: Dust Storm situation worsening in Jaipur.,Dust Storm,Rajasthan,Jaipur,Jaipur,26.9277,75.7819,https://example.com/media/138.jpg,News Portal,2026-08-10T18:15:04,Unverified,"Location matches, but timestamp outside event window for dust storm in jaipur.",0.6,0.2805589641888411
139,Local authorities responding to Heatwave in Central Delhi.,Heatwave,Delhi,Central Delhi,Central Delhi,28.6154,77.1983,https://example.com/media/139.jpg,Instagram,2026-09-06T23:27:00,Unverified,"Location matches, but timestamp outside event window for heatwave in central delhi.",0.6,0.737875959880296
140,Severe Strong Winds reported in Ahmedabad.,Strong Winds,Gujarat,Ahmedabad,Ahmedabad,23.0253,72.5722,https://example.com/media/140.jpg,Facebook,2026-09-02T06:07:47,Unverified,No matching ground truth event found for strong winds in ahmedabad.,0.5,0.7436114244380003
141,Severe Heatwave reported in Kolkata.,Heatwave,West Bengal,Kolkata,Kolkata,22.5772,88.3466,https://example.com/media/141.jpg,Instagram,2026-09-08T08:42:09,Unverified,No matching ground truth event found for heatwave in kolkata.,0.5,0.5783505187885003
142,Multiple people affected by Fog in Amritsar.,Fog,Punjab,Amritsar,Amritsar,31.616,74.8616,https://example.com/media/142.jpg,WhatsApp,2026-08-14T13:37:44,Unverified,"Location matches, but timestamp outside event window for fog in amritsar.",0.6,0.6900265146173761
143,Urgent: Rainfall situation worsening in Amritsar.,Rainfall,Punjab,Amritsar,Amritsar,31.6527,74.8764,https://example.com/media/143.jpg,News Portal,2026-08-21T13:20:10,Unverified,No matching ground truth event found for rainfall in amritsar.,0.5,0.5829141095843595
144,Heavy Strong Winds happening right now in Ahmedabad.,Strong Winds,Gujarat,Ahmedabad,Gandhinagar,23.0122,72.5778,https://example.com/media/144.jpg,News Portal,2026-08-12T13:23:48,Unverified,No matching ground truth event found for strong winds in ahmedabad.,0.5,0.758419090654233
145,Local authorities responding to Rainfall in Mumbai.,Rainfall,Maharashtra,Mumbai,Mumbai,19.0634,72.8923,https://example.com/media/145.jpg,WhatsApp,2026-08-29T21:10:56,Unverified,"Location matches, but timestamp outside event window for rainfall in mumbai.",0.6,0.7613194979390387
146,Severe Rainfall reported in Mumbai.,Rainfall,Maharashtra,Mumbai,Thane,19.0914,72.8938,https://example.com/media/146.jpg,Twitter,2026-08-18T03:38:53,Unverified,"Location matches, but timestamp outside event window for rainfall in mumbai.",0.6,0.6676442041491926
147,Severe Flood reported in Kolkata.,Flood,West Bengal,Kolkata,Howrah,22.5795,88.3444,https://example.com/media/147.jpg,News Portal,2026-08-06T01:44:00,Unverified,No matching ground truth event found for flood in kolkata.,0.5,0.5193300747446565
148,Multiple people affected by Thunderstorm in Kolkata.,Thunderstorm,West Bengal,Kolkata,Kolkata,22.5785,88.3484,https://example.com/media/148.jpg,Instagram,2026-08-16T00:32:45,Unverified,"Location matches, but timestamp outside event window for thunderstorm in kolkata.",0.6,0.6780089631182333
149,Multiple people affected by Strong Winds in Jaipur.,Strong Winds,Rajasthan,Jaipur,Jaipur,26.9033,75.7828,https://example.com/media/149.jpg,Facebook,2026-09-01T20:53:54,Unverified,No matching ground truth event found for strong winds in jaipur.,0.5,0.7906470691630771
150,Severe Strong Winds reported in Central Delhi.,Strong Winds,Delhi,Central Delhi,Central Delhi,28.6192,77.2251,https://example.com/media/150.jpg,Instagram,2026-08-26T20:58:06,Unverified,No matching ground truth event found for strong winds in central delhi.,0.5,0.7693499228748637
151,Urgent: Flood situation worsening in Central Delhi.,Flood,Delhi,Central Delhi,Central Delhi,28.6322,77.2047,https://example.com/media/151.jpg,Twitter,2026-09-03T10:01:16,Unverified,No matching ground truth event found for flood in central delhi.,0.5,0.5206282522640518
152,Severe Dust Storm reported in Ahmedabad.,Dust Storm,Gujarat,Ahmedabad,Gandhinagar,23.028,72.5683,https://example.com/media/152.jpg,Instagram,2026-09-02T04:20:04,Misinformation,No matching ground truth event and low ML credibility score.,0.7,0.32565123117412526
153,Severe Fog reported in Kolkata.,Fog,West Bengal,Kolkata,Howrah,22.5586,88.3681,https://example.com/media/153.jpg,News Portal,2026-08-19T23:52:43,Unverified,No matching ground truth event found for fog in kolkata.,0.5,0.7189146278894781
154,Severe Rainfall reported in Ahmedabad.,Rainfall,Gujarat,Ahmedabad,Gandhinagar,23.0208,72.5824,https://example.com/media/154.jpg,News Portal,2026-08-08T09:46:14,Unverified,No matching ground truth event found for rainfall in ahmedabad.,0.5,0.7284621049344419
155,Severe Strong Winds reported in Amritsar.,Strong Winds,Punjab,Amritsar,Amritsar,31.6511,74.8919,https://example.com/media/155.jpg,WhatsApp,2026-08-22T19:04:40,Unverified,No matching ground truth event found for strong winds in amritsar.,0.5,0.6780965232174374
156,Urgent: Rainfall situation worsening in Kolkata.,Rainfall,West Bengal,Kolkata,Kolkata,22.5742,88.3719,https://example.com/media/156.jpg,WhatsApp,2026-08-29T09:55:40,Unverified,No matching ground truth event found for rainfall in kolkata.,0.5,0.698131607431793
157,Heavy Fog happening right now in Jaipur.,Fog,Rajasthan,Jaipur,Jaipur,26.9217,75.8054,https://example.com/media/157.jpg,Instagram,2026-08-05T14:59:10,Unverified,No matching ground truth event found for fog in jaipur.,0.5,0.6565240052429734
158,Severe Heatwave reported in Ahmedabad.,Heatwave,Gujarat,Ahmedabad,Gandhinagar,23.0177,72.5514,https://example.com/media/158.jpg,WhatsApp,2026-09-02T02:22:25,Unverified,No matching ground truth event found for heatwave in ahmedabad.,0.5,0.5361285507201223
159,Severe Heatwave reported in Amritsar.,Heatwave,Punjab,Amritsar,Amritsar,31.6377,74.882,https://example.com/media/159.jpg,Facebook,2026-08-05T13:00:57,Unverified,No matching ground truth event found for heatwave in amritsar.,0.5,0.435171920891645
160,Multiple people affected by Thunderstorm in Ahmedabad.,Thunderstorm,Gujarat,Ahmedabad,Gandhinagar,23.0064,72.555,https://example.com/media/160.jpg,WhatsApp,2026-08-30T12:51:25,Unverified,No matching ground truth event found for thunderstorm in ahmedabad.,0.5,0.5121662654092038
161,Local authorities responding to Fog in Jaipur.,Fog,Rajasthan,Jaipur,Jaipur,26.9133,75.7945,https://example.com/media/161.jpg,Instagram,2026-09-02T05:37:23,Unverified,"Time matches, but location does not match event area for fog.",0.5,0.7346209154107731
162,Severe Thunderstorm reported in Mumbai.,Thunderstorm,Maharashtra,Mumbai,Thane,19.0645,72.865,https://example.com/media/162.jpg,Instagram,2026-09-08T01:12:23,Misinformation,No matching ground truth event and low ML credibility score.,0.7,0.36066334561785734
163,Urgent: Rainfall situation worsening in Kolkata.,Rainfall,West Bengal,Kolkata,Howrah,22.5543,88.3534,https://example.com/media/163.jpg,News Portal,2026-08-30T17:27:31,Unverified,No matching ground truth event found for rainfall in kolkata.,0.5,0.698131607431793
164,Severe Thunderstorm reported in Kolkata.,Thunderstorm,West Bengal,Kolkata,Kolkata,22.5726,88.365,https://example.com/media/164.jpg,Instagram,2026-08-26T13:42:25,Unverified,"Location matches, but timestamp outside event window for thunderstorm in kolkata.",0.6,0.4923349378993361
165,Local authorities responding to Strong Winds in Kolkata.,Strong Winds,West Bengal,Kolkata,Howrah,22.5721,88.349,https://example.com/media/165.jpg,Facebook,2026-08-05T14:25:22,Unverified,No matching ground truth event found for strong winds in kolkata.,0.5,0.8381874181825963
166,Urgent: Dust Storm situation worsening in Mumbai.,Dust Storm,Maharashtra,Mumbai,Mumbai,19.0872,72.8859,https://example.com/media/166.jpg,WhatsApp,2026-08-12T08:52:12,Misinformation,No matching ground truth event and low ML credibility score.,0.7,0.2556361146362601
167,Heavy Heatwave happening right now in Kolkata.,Heatwave,West Bengal,Kolkata,Howrah,22.5872,88.3652,https://example.com/media/167.jpg,Facebook,2026-08-10T03:46:28,Unverified,No matching ground truth event found for heatwave in kolkata.,0.5,0.6712177182607546
168,Heavy Rainfall happening right now in Chennai.,Rainfall,Tamil Nadu,Chennai,Chennai,13.0726,80.251,https://example.com/media/168.jpg,Facebook,2026-09-08T04:13:21,Unverified,No matching ground truth event found for rainfall in chennai.,0.5,0.6921722502468777
169,Severe Flood reported in Jaipur.,Flood,Rajasthan,Jaipur,Jaipur,26.9048,75.7766,https://example.com/media/169.jpg,WhatsApp,2026-09-02T00:22:22,Misinformation,No matching ground truth event and low ML credibility score.,0.7,0.3912351056553518
170,Multiple people affected by Dust Storm in Chennai.,Dust Storm,Tamil Nadu,Chennai,Chennai,13.063,80.2871,https://example.com/media/170.jpg,Facebook,2026-08-10T19:59:19,Unverified,No matching ground truth event found for dust storm in chennai.,0.5,0.44908098629841714
171,Urgent: Rainfall situation worsening in Kolkata.,Rainfall,West Bengal,Kolkata,Kolkata,22.5683,88.3744,https://example.com/media/171.jpg,Instagram,2026-09-05T16:20:12,Unverified,No matching ground truth event found for rainfall in kolkata.,0.5,0.698131607431793
172,Urgent: Strong Winds situation worsening in Central Delhi.,Strong Winds,Delhi,Central Delhi,New Delhi,28.6133,77.2006,https://example.com/media/172.jpg,WhatsApp,2026-08-31T23:46:59,Unverified,No matching ground truth event found for strong winds in central delhi.,0.5,0.7560460647973293
173,Local authorities responding to Heatwave in Jaipur.,Heatwave,Rajasthan,Jaipur,Jaipur,26.9096,75.7984,https://example.com/media/173.jpg,WhatsApp,2026-09-01T14:48:46,Unverified,No matching ground truth event found for heatwave in jaipur.,0.5,0.647107765920433
174,Severe Flood reported in Ahmedabad.,Flood,Gujarat,Ahmedabad,Gandhinagar,23.0305,72.5881,https://example.com/media/174.jpg,WhatsApp,2026-08-14T05:09:11,Unverified,"Location matches, but timestamp outside event window for flood in ahmedabad.",0.6,0.47823043349168226
175,Multiple people affected by Flood in Kolkata.,Flood,West Bengal,Kolkata,Howrah,22.5736,88.3626,https://example.com/media/175.jpg,Facebook,2026-08-27T11:54:00,Unverified,No matching ground truth event found for flood in kolkata.,0.5,0.695618813136385
176,Local authorities responding to Flood in Ahmedabad.,Flood,Gujarat,Ahmedabad,Ahmedabad,23.0064,72.5844,https://example.com/media/176.jpg,WhatsApp,2026-08-09T06:04:56,Unverified,"Location matches, but timestamp outside event window for flood in ahmedabad.",0.6,0.6872168401613726
177,Multiple people affected by Flood in Kolkata.,Flood,West Bengal,Kolkata,Kolkata,22.5653,88.3757,https://example.com/media/177.jpg,Twitter,2026-08-13T07:34:00,Unverified,No matching ground truth event found for flood in kolkata.,0.5,0.695618813136385
178,Multiple people affected by Thunderstorm in Central Delhi.,Thunderstorm,Delhi,Central Delhi,New Delhi,28.6198,77.2221,https://example.com/media/178.jpg,News Portal,2026-08-10T09:24:40,Unverified,No matching ground truth event found for thunderstorm in central delhi.,0.5,0.5572780647479528
179,Urgent: Rainfall situation worsening in Kolkata.,Rainfall,West Bengal,Kolkata,Howrah,22.5746,88.375,https://example.com/media/179.jpg,Instagram,2026-08-15T20:55:47,Unverified,No matching ground truth event found for rainfall in kolkata.,0.5,0.698131607431793
180,Urgent: Dust Storm situation worsening in Ahmedabad.,Dust Storm,Gujarat,Ahmedabad,Ahmedabad,23.0389,72.5683,https://example.com/media/180.jpg,Twitter,2026-08-20T18:31:49,Misinformation,No matching ground truth event and low ML credibility score.,0.7,0.3225876221018145
181,Multiple people affected by Strong Winds in Mumbai.,Strong Winds,Maharashtra,Mumbai,Thane,19.0915,72.8953,https://example.com/media/181.jpg,Instagram,2026-08-22T13:55:06,Unverified,No matching ground truth event found for strong winds in mumbai.,0.5,0.784904960922717
182,Severe Fog reported in Kolkata.,Fog,West Bengal,Kolkata,Kolkata,22.587,88.3633,https://example.com/media/182.jpg,Twitter,2026-08-13T03:51:18,Unverified,No matching ground truth event found for fog in kolkata.,0.5,0.7189146278894781
183,Urgent: Thunderstorm situation worsening in Jaipur.,Thunderstorm,Rajasthan,Jaipur,Jaipur,26.9234,75.7685,https://example.com/media/183.jpg,WhatsApp,2026-08-19T16:29:26,Unverified,No matching ground truth event found for thunderstorm in jaipur.,0.5,0.4039537553025318
184,Local authorities responding to Heatwave in Central Delhi.,Heatwave,Delhi,Central Delhi,Central Delhi,28.605,77.2263,https://example.com/media/184.jpg,Twitter,2026-08-17T03:08:32,Unverified,"Location matches, but timestamp outside event window for heatwave in central delhi.",0.6,0.737875959880296
185,Urgent: Rainfall situation worsening in Kolkata.,Rainfall,West Bengal,Kolkata,Kolkata,22.5815,88.377,https://example.com/media/185.jpg,News Portal,2026-08-28T22:44:49,Unverified,No matching ground truth event found for rainfall in kolkata.,0.5,0.698131607431793
186,Local authorities responding to Rainfall in Chennai.,Rainfall,Tamil Nadu,Chennai,Chennai,13.0809,80.2647,https://example.com/media/186.jpg,News Portal,2026-09-02T15:39:29,Unverified,No matching ground truth event found for rainfall in chennai.,0.5,0.7587276120425114
187,Local authorities responding to Dust Storm in Central Delhi.,Dust Storm,Delhi,Central Delhi,Central Delhi,28.5975,77.2037,https://example.com/media/187.jpg,WhatsApp,2026-08-05T03:45:43,Unverified,No matching ground truth event found for dust storm in central delhi.,0.5,0.487711011138051
188,Local authorities responding to Fog in Central Delhi.,Fog,Delhi,Central Delhi,New Delhi,28.628,77.1991,https://example.com/media/188.jpg,Twitter,2026-09-07T01:14:46,Unverified,No matching ground truth event found for fog in central delhi.,0.5,0.7788492072363234
189,Local authorities responding to Thunderstorm in Kolkata.,Thunderstorm,West Bengal,Kolkata,Kolkata,22.5627,88.3678,https://example.com/media/189.jpg,Instagram,2026-09-08T20:29:38,Unverified,"Location matches, but timestamp outside event window for thunderstorm in kolkata.",0.6,0.6598097166403365
190,Severe Flood reported in Amritsar.,Flood,Punjab,Amritsar,Amritsar,31.6229,74.8721,https://example.com/media/190.jpg,Twitter,2026-08-11T10:49:49,Misinformation,No matching ground truth event and low ML credibility score.,0.7,0.38031596315671723
191,Local authorities responding to Rainfall in Kolkata.,Rainfall,West Bengal,Kolkata,Kolkata,22.5556,88.3595,https://example.com/media/191.jpg,Facebook,2026-09-04T16:02:50,Unverified,No matching ground truth event found for rainfall in kolkata.,0.5,0.8128255844035205
192,Multiple people affected by Flood in Ahmedabad.,Flood,Gujarat,Ahmedabad,Gandhinagar,23.0207,72.5875,https://example.com/media/192.jpg,Instagram,2026-08-08T21:43:41,Unverified,"Location matches, but timestamp outside event window for flood in ahmedabad.",0.6,0.7275664712939502
193,Multiple people affected by Heatwave in Kolkata.,Heatwave,West Bengal,Kolkata,Kolkata,22.5717,88.3628,https://example.com/media/193.jpg,Facebook,2026-09-07T11:58:20,Unverified,No matching ground truth event found for heatwave in kolkata.,0.5,0.6229518166210062
194,Local authorities responding to Thunderstorm in Jaipur.,Thunderstorm,Rajasthan,Jaipur,Jaipur,26.9097,75.7912,https://example.com/media/194.jpg,Facebook,2026-08-15T00:08:19,Unverified,No matching ground truth event found for thunderstorm in jaipur.,0.5,0.430650741269017
195,Severe Heatwave reported in Jaipur.,Heatwave,Rajasthan,Jaipur,Jaipur,26.9222,75.7961,https://example.com/media/195.jpg,News Portal,2026-08-27T21:28:23,Unverified,No matching ground truth event found for heatwave in jaipur.,0.5,0.44547544954862367
196,Local authorities responding to Thunderstorm in Ahmedabad.,Thunderstorm,Gujarat,Ahmedabad,Ahmedabad,23.0114,72.554,https://example.com/media/196.jpg,News Portal,2026-09-05T09:54:45,Unverified,No matching ground truth event found for thunderstorm in ahmedabad.,0.5,0.48023231835155306
197,Severe Thunderstorm reported in Amritsar.,Thunderstorm,Punjab,Amritsar,Amritsar,31.6483,74.8636,https://example.com/media/197.jpg,WhatsApp,2026-08-07T06:10:30,Misinformation,No matching ground truth event and low ML credibility score.,0.7,0.3500588652696451
198,Urgent: Dust Storm situation worsening in Chennai.,Dust Storm,Tamil Nadu,Chennai,Chennai,13.093,80.2567,https://example.com/media/198.jpg,Twitter,2026-08-09T23:52:12,Misinformation,No matching ground truth event and low ML credibility score.,0.7,0.28218852445404186
199,Urgent: Heatwave situation worsening in Amritsar.,Heatwave,Punjab,Amritsar,Amritsar,31.6383,74.8629,https://example.com/media/199.jpg,Twitter,2026-08-13T16:55:10,Unverified,No matching ground truth event found for heatwave in amritsar.,0.5,0.4744259555996196
200,Multiple people affected by Thunderstorm in Ahmedabad.,Thunderstorm,Gujarat,Ahmedabad,Ahmedabad,23.0048,72.5731,https://example.com/media/200.jpg,WhatsApp,2026-09-05T10:16:11,Unverified,No matching ground truth event found for thunderstorm in ahmedabad.,0.5,0.5121662654092038
